"iso3","country","year","indicator_code","variable","value","source"
"ARG","Argentina","2025","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.59829273545","World Bank WDI"
"ARG","Argentina","2024","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.1176778381075","World Bank WDI"
"ARG","Argentina","2023","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.3570823376105","World Bank WDI"
"ARG","Argentina","2022","FS.AST.PRVT.GD.ZS","private_credit_gdp","12.8891009335255","World Bank WDI"
"ARG","Argentina","2021","FS.AST.PRVT.GD.ZS","private_credit_gdp","13.2644289814535","World Bank WDI"
"ARG","Argentina","2020","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.746489768328","World Bank WDI"
"ARG","Argentina","2019","FS.AST.PRVT.GD.ZS","private_credit_gdp","14.4776292447323","World Bank WDI"
"ARG","Argentina","2017","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.9584973420583","World Bank WDI"
"ARG","Argentina","2016","FS.AST.PRVT.GD.ZS","private_credit_gdp","13.6676334273514","World Bank WDI"
"ARG","Argentina","2015","FS.AST.PRVT.GD.ZS","private_credit_gdp","14.4142330417064","World Bank WDI"
"ARG","Argentina","2014","FS.AST.PRVT.GD.ZS","private_credit_gdp","13.8237692455151","World Bank WDI"
"ARG","Argentina","2013","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.7290920133564","World Bank WDI"
"ARG","Argentina","2012","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.2128150156924","World Bank WDI"
"ARG","Argentina","2011","FS.AST.PRVT.GD.ZS","private_credit_gdp","14.0087151168124","World Bank WDI"
"ARG","Argentina","2010","FS.AST.PRVT.GD.ZS","private_credit_gdp","12.6901062454749","World Bank WDI"
"ARG","Argentina","2009","FS.AST.PRVT.GD.ZS","private_credit_gdp","12.4162075416805","World Bank WDI"
"ARG","Argentina","2008","FS.AST.PRVT.GD.ZS","private_credit_gdp","12.313946714342","World Bank WDI"
"ARG","Argentina","2007","FS.AST.PRVT.GD.ZS","private_credit_gdp","13.0985413493544","World Bank WDI"
"ARG","Argentina","2006","FS.AST.PRVT.GD.ZS","private_credit_gdp","11.9102616607561","World Bank WDI"
"ARG","Argentina","2005","FS.AST.PRVT.GD.ZS","private_credit_gdp","10.6534929189359","World Bank WDI"
"ARG","Argentina","2004","FS.AST.PRVT.GD.ZS","private_credit_gdp","9.68251819633223","World Bank WDI"
"ARG","Argentina","2003","FS.AST.PRVT.GD.ZS","private_credit_gdp","10.7627059172487","World Bank WDI"
"ARG","Argentina","2002","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.3318584042485","World Bank WDI"
"ARG","Argentina","2001","FS.AST.PRVT.GD.ZS","private_credit_gdp","20.833574652466","World Bank WDI"
"ARG","Argentina","2000","FS.AST.PRVT.GD.ZS","private_credit_gdp","23.8947336198062","World Bank WDI"
"ARG","Argentina","1999","FS.AST.PRVT.GD.ZS","private_credit_gdp","24.8933437498898","World Bank WDI"
"ARG","Argentina","1998","FS.AST.PRVT.GD.ZS","private_credit_gdp","24.1532987732827","World Bank WDI"
"ARG","Argentina","1997","FS.AST.PRVT.GD.ZS","private_credit_gdp","21.9334587634322","World Bank WDI"
"ARG","Argentina","1996","FS.AST.PRVT.GD.ZS","private_credit_gdp","20.1870018252819","World Bank WDI"
"ARG","Argentina","1995","FS.AST.PRVT.GD.ZS","private_credit_gdp","19.9606075608912","World Bank WDI"
"ARG","Argentina","1994","FS.AST.PRVT.GD.ZS","private_credit_gdp","20.280577998757","World Bank WDI"
"ARG","Argentina","1993","FS.AST.PRVT.GD.ZS","private_credit_gdp","18.2846049267413","World Bank WDI"
"ARG","Argentina","1992","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.4453354474077","World Bank WDI"
"ARG","Argentina","1991","FS.AST.PRVT.GD.ZS","private_credit_gdp","12.5872034907184","World Bank WDI"
"ARG","Argentina","1990","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.6016948142115","World Bank WDI"
"ARG","Argentina","1989","FS.AST.PRVT.GD.ZS","private_credit_gdp","39.7174950191489","World Bank WDI"
"ARG","Argentina","1988","FS.AST.PRVT.GD.ZS","private_credit_gdp","20.3358354792818","World Bank WDI"
"ARG","Argentina","1987","FS.AST.PRVT.GD.ZS","private_credit_gdp","21.2973148810876","World Bank WDI"
"ARG","Argentina","1986","FS.AST.PRVT.GD.ZS","private_credit_gdp","16.9072294948969","World Bank WDI"
"ARG","Argentina","1985","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.3641413760603","World Bank WDI"
"ARG","Argentina","1984","FS.AST.PRVT.GD.ZS","private_credit_gdp","25.0009988367976","World Bank WDI"
"ARG","Argentina","1983","FS.AST.PRVT.GD.ZS","private_credit_gdp","28.1182756416111","World Bank WDI"
"ARG","Argentina","1982","FS.AST.PRVT.GD.ZS","private_credit_gdp","33.9063722686192","World Bank WDI"
"ARG","Argentina","1981","FS.AST.PRVT.GD.ZS","private_credit_gdp","33.5523067782622","World Bank WDI"
"ARG","Argentina","1980","FS.AST.PRVT.GD.ZS","private_credit_gdp","25.3957927510595","World Bank WDI"
"ARG","Argentina","1979","FS.AST.PRVT.GD.ZS","private_credit_gdp","24.0562276278008","World Bank WDI"
"ARG","Argentina","1978","FS.AST.PRVT.GD.ZS","private_credit_gdp","20.5571174145111","World Bank WDI"
"ARG","Argentina","1977","FS.AST.PRVT.GD.ZS","private_credit_gdp","18.3829098551528","World Bank WDI"
"ARG","Argentina","1976","FS.AST.PRVT.GD.ZS","private_credit_gdp","13.5627672947772","World Bank WDI"
"ARG","Argentina","1975","FS.AST.PRVT.GD.ZS","private_credit_gdp","16.4413498377265","World Bank WDI"
"ARG","Argentina","1974","FS.AST.PRVT.GD.ZS","private_credit_gdp","19.1738082781793","World Bank WDI"
"ARG","Argentina","1973","FS.AST.PRVT.GD.ZS","private_credit_gdp","16.705575724589","World Bank WDI"
"ARG","Argentina","1972","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.6345260412367","World Bank WDI"
"ARG","Argentina","1971","FS.AST.PRVT.GD.ZS","private_credit_gdp","18.0216983735412","World Bank WDI"
"ARG","Argentina","1970","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.5387441024278","World Bank WDI"
"ARG","Argentina","1969","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.9785011847982","World Bank WDI"
"ARG","Argentina","1968","FS.AST.PRVT.GD.ZS","private_credit_gdp","13.8659232883292","World Bank WDI"
"ARG","Argentina","1967","FS.AST.PRVT.GD.ZS","private_credit_gdp","10.9435707274347","World Bank WDI"
"ARG","Argentina","1966","FS.AST.PRVT.GD.ZS","private_credit_gdp","11.0604753990949","World Bank WDI"
"ARG","Argentina","1965","FS.AST.PRVT.GD.ZS","private_credit_gdp","10.1066697396366","World Bank WDI"
"ARG","Argentina","1964","FS.AST.PRVT.GD.ZS","private_credit_gdp","10.6266940953325","World Bank WDI"
"ARG","Argentina","1963","FS.AST.PRVT.GD.ZS","private_credit_gdp","11.5200601982166","World Bank WDI"
"ARG","Argentina","1962","FS.AST.PRVT.GD.ZS","private_credit_gdp","12.0111143401459","World Bank WDI"
"ARG","Argentina","1961","FS.AST.PRVT.GD.ZS","private_credit_gdp","14.0881217748183","World Bank WDI"
"ARG","Argentina","1960","FS.AST.PRVT.GD.ZS","private_credit_gdp","13.6112443648555","World Bank WDI"
"BOL","Bolivia","2025","FS.AST.PRVT.GD.ZS","private_credit_gdp","51.752427209762","World Bank WDI"
"BOL","Bolivia","2024","FS.AST.PRVT.GD.ZS","private_credit_gdp","59.2427794669511","World Bank WDI"
"BOL","Bolivia","2023","FS.AST.PRVT.GD.ZS","private_credit_gdp","60.2219708371781","World Bank WDI"
"BOL","Bolivia","2022","FS.AST.PRVT.GD.ZS","private_credit_gdp","62.9475276019569","World Bank WDI"
"BOL","Bolivia","2021","FS.AST.PRVT.GD.ZS","private_credit_gdp","62.8488382346261","World Bank WDI"
"BOL","Bolivia","2020","FS.AST.PRVT.GD.ZS","private_credit_gdp","67.9175707789288","World Bank WDI"
"BOL","Bolivia","2019","FS.AST.PRVT.GD.ZS","private_credit_gdp","54.8862654855189","World Bank WDI"
"BOL","Bolivia","2018","FS.AST.PRVT.GD.ZS","private_credit_gdp","52.1161124499522","World Bank WDI"
"BOL","Bolivia","2017","FS.AST.PRVT.GD.ZS","private_credit_gdp","47.873300738401","World Bank WDI"
"BOL","Bolivia","2016","FS.AST.PRVT.GD.ZS","private_credit_gdp","57.4086457676424","World Bank WDI"
"BOL","Bolivia","2015","FS.AST.PRVT.GD.ZS","private_credit_gdp","51.4488724591572","World Bank WDI"
"BOL","Bolivia","2014","FS.AST.PRVT.GD.ZS","private_credit_gdp","43.7497193000006","World Bank WDI"
"BOL","Bolivia","2013","FS.AST.PRVT.GD.ZS","private_credit_gdp","40.9310950343345","World Bank WDI"
"BOL","Bolivia","2012","FS.AST.PRVT.GD.ZS","private_credit_gdp","38.9658038429773","World Bank WDI"
"BOL","Bolivia","2011","FS.AST.PRVT.GD.ZS","private_credit_gdp","36.7535059221777","World Bank WDI"
"BOL","Bolivia","2010","FS.AST.PRVT.GD.ZS","private_credit_gdp","36.029022193555","World Bank WDI"
"BOL","Bolivia","2009","FS.AST.PRVT.GD.ZS","private_credit_gdp","34.0214297799199","World Bank WDI"
"BOL","Bolivia","2008","FS.AST.PRVT.GD.ZS","private_credit_gdp","31.4948343659664","World Bank WDI"
"BOL","Bolivia","2007","FS.AST.PRVT.GD.ZS","private_credit_gdp","34.3464279647996","World Bank WDI"
"BOL","Bolivia","2006","FS.AST.PRVT.GD.ZS","private_credit_gdp","35.1778876648113","World Bank WDI"
"BOL","Bolivia","2005","FS.AST.PRVT.GD.ZS","private_credit_gdp","39.7951588996808","World Bank WDI"
"BOL","Bolivia","2004","FS.AST.PRVT.GD.ZS","private_credit_gdp","42.6507012903778","World Bank WDI"
"BOL","Bolivia","2003","FS.AST.PRVT.GD.ZS","private_credit_gdp","47.8805198583619","World Bank WDI"
"BOL","Bolivia","2002","FS.AST.PRVT.GD.ZS","private_credit_gdp","51.001676850074","World Bank WDI"
"BOL","Bolivia","2001","FS.AST.PRVT.GD.ZS","private_credit_gdp","53.5566000288068","World Bank WDI"
"BOL","Bolivia","2000","FS.AST.PRVT.GD.ZS","private_credit_gdp","58.7218026947676","World Bank WDI"
"BOL","Bolivia","1999","FS.AST.PRVT.GD.ZS","private_credit_gdp","64.4499926981327","World Bank WDI"
"BOL","Bolivia","1998","FS.AST.PRVT.GD.ZS","private_credit_gdp","64.0518430826259","World Bank WDI"
"BOL","Bolivia","1997","FS.AST.PRVT.GD.ZS","private_credit_gdp","58.2754233787146","World Bank WDI"
"BOL","Bolivia","1996","FS.AST.PRVT.GD.ZS","private_credit_gdp","52.7372304538668","World Bank WDI"
"BOL","Bolivia","1995","FS.AST.PRVT.GD.ZS","private_credit_gdp","48.2018453881021","World Bank WDI"
"BOL","Bolivia","1994","FS.AST.PRVT.GD.ZS","private_credit_gdp","49.9360590122096","World Bank WDI"
"BOL","Bolivia","1993","FS.AST.PRVT.GD.ZS","private_credit_gdp","45.4982377364528","World Bank WDI"
"BOL","Bolivia","1992","FS.AST.PRVT.GD.ZS","private_credit_gdp","36.3046144350101","World Bank WDI"
"BOL","Bolivia","1991","FS.AST.PRVT.GD.ZS","private_credit_gdp","28.6601674106482","World Bank WDI"
"BOL","Bolivia","1990","FS.AST.PRVT.GD.ZS","private_credit_gdp","24.025560723537","World Bank WDI"
"BOL","Bolivia","1989","FS.AST.PRVT.GD.ZS","private_credit_gdp","20.7115138346236","World Bank WDI"
"BOL","Bolivia","1988","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.138494061679","World Bank WDI"
"BOL","Bolivia","1987","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.3989109006212","World Bank WDI"
"BOL","Bolivia","1986","FS.AST.PRVT.GD.ZS","private_credit_gdp","12.8256195644743","World Bank WDI"
"BOL","Bolivia","1985","FS.AST.PRVT.GD.ZS","private_credit_gdp","19.0410810620241","World Bank WDI"
"BOL","Bolivia","1984","FS.AST.PRVT.GD.ZS","private_credit_gdp","14.295284644253","World Bank WDI"
"BOL","Bolivia","1983","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.1390470124597","World Bank WDI"
"BOL","Bolivia","1982","FS.AST.PRVT.GD.ZS","private_credit_gdp","27.0854711585408","World Bank WDI"
"BOL","Bolivia","1981","FS.AST.PRVT.GD.ZS","private_credit_gdp","16.6650053301214","World Bank WDI"
"BOL","Bolivia","1980","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.0894938836409","World Bank WDI"
"BOL","Bolivia","1979","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.8810553153752","World Bank WDI"
"BOL","Bolivia","1978","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.3146990771522","World Bank WDI"
"BOL","Bolivia","1977","FS.AST.PRVT.GD.ZS","private_credit_gdp","15.8746380514393","World Bank WDI"
"BOL","Bolivia","1976","FS.AST.PRVT.GD.ZS","private_credit_gdp","13.6658313059067","World Bank WDI"
"BOL","Bolivia","1975","FS.AST.PRVT.GD.ZS","private_credit_gdp","11.6752566607091","World Bank WDI"
"BOL","Bolivia","1974","FS.AST.PRVT.GD.ZS","private_credit_gdp","10.5315756912388","World Bank WDI"
"BOL","Bolivia","1973","FS.AST.PRVT.GD.ZS","private_credit_gdp","10.9951725229503","World Bank WDI"
"BOL","Bolivia","1972","FS.AST.PRVT.GD.ZS","private_credit_gdp","10.1315789473684","World Bank WDI"
"BOL","Bolivia","1971","FS.AST.PRVT.GD.ZS","private_credit_gdp","9.11339889366933","World Bank WDI"
"BOL","Bolivia","1970","FS.AST.PRVT.GD.ZS","private_credit_gdp","8.78165866578381","World Bank WDI"
"BOL","Bolivia","1969","FS.AST.PRVT.GD.ZS","private_credit_gdp","7.88391886997465","World Bank WDI"
"BOL","Bolivia","1968","FS.AST.PRVT.GD.ZS","private_credit_gdp","7.53237833594976","World Bank WDI"
"BOL","Bolivia","1967","FS.AST.PRVT.GD.ZS","private_credit_gdp","6.66889408620113","World Bank WDI"
"BOL","Bolivia","1966","FS.AST.PRVT.GD.ZS","private_credit_gdp","6.86666666666667","World Bank WDI"
"BOL","Bolivia","1965","FS.AST.PRVT.GD.ZS","private_credit_gdp","6.36768802228412","World Bank WDI"
"BOL","Bolivia","1964","FS.AST.PRVT.GD.ZS","private_credit_gdp","6.50471917066378","World Bank WDI"
"BOL","Bolivia","1963","FS.AST.PRVT.GD.ZS","private_credit_gdp","5.24232914923291","World Bank WDI"
"BOL","Bolivia","1962","FS.AST.PRVT.GD.ZS","private_credit_gdp","2.51360991177023","World Bank WDI"
"BOL","Bolivia","1961","FS.AST.PRVT.GD.ZS","private_credit_gdp","2.22495894909688","World Bank WDI"
"BOL","Bolivia","1960","FS.AST.PRVT.GD.ZS","private_credit_gdp","1.67894619334673","World Bank WDI"
"BRA","Brazil","2025","FS.AST.PRVT.GD.ZS","private_credit_gdp","75.1029927271417","World Bank WDI"
"BRA","Brazil","2024","FS.AST.PRVT.GD.ZS","private_credit_gdp","75.6308730941359","World Bank WDI"
"BRA","Brazil","2023","FS.AST.PRVT.GD.ZS","private_credit_gdp","71.0755405509113","World Bank WDI"
"BRA","Brazil","2022","FS.AST.PRVT.GD.ZS","private_credit_gdp","70.6060973782971","World Bank WDI"
"BRA","Brazil","2021","FS.AST.PRVT.GD.ZS","private_credit_gdp","68.8052246830253","World Bank WDI"
"BRA","Brazil","2020","FS.AST.PRVT.GD.ZS","private_credit_gdp","68.6961548470609","World Bank WDI"
"BRA","Brazil","2019","FS.AST.PRVT.GD.ZS","private_credit_gdp","62.790505078946","World Bank WDI"
"BRA","Brazil","2018","FS.AST.PRVT.GD.ZS","private_credit_gdp","60.2183479381776","World Bank WDI"
"BRA","Brazil","2017","FS.AST.PRVT.GD.ZS","private_credit_gdp","59.4843092973742","World Bank WDI"
"BRA","Brazil","2016","FS.AST.PRVT.GD.ZS","private_credit_gdp","62.1940069633522","World Bank WDI"
"BRA","Brazil","2015","FS.AST.PRVT.GD.ZS","private_credit_gdp","66.8297006475728","World Bank WDI"
"BRA","Brazil","2014","FS.AST.PRVT.GD.ZS","private_credit_gdp","66.028510394056","World Bank WDI"
"BRA","Brazil","2013","FS.AST.PRVT.GD.ZS","private_credit_gdp","64.2305738283777","World Bank WDI"
"BRA","Brazil","2012","FS.AST.PRVT.GD.ZS","private_credit_gdp","62.5192932018235","World Bank WDI"
"BRA","Brazil","2011","FS.AST.PRVT.GD.ZS","private_credit_gdp","58.0784911062018","World Bank WDI"
"BRA","Brazil","2010","FS.AST.PRVT.GD.ZS","private_credit_gdp","52.764657630443","World Bank WDI"
"BRA","Brazil","2009","FS.AST.PRVT.GD.ZS","private_credit_gdp","47.4942898466145","World Bank WDI"
"BRA","Brazil","2008","FS.AST.PRVT.GD.ZS","private_credit_gdp","45.782255995169","World Bank WDI"
"BRA","Brazil","2007","FS.AST.PRVT.GD.ZS","private_credit_gdp","40.6909379433524","World Bank WDI"
"BRA","Brazil","2006","FS.AST.PRVT.GD.ZS","private_credit_gdp","35.4251666765934","World Bank WDI"
"BRA","Brazil","2005","FS.AST.PRVT.GD.ZS","private_credit_gdp","31.8397841549909","World Bank WDI"
"BRA","Brazil","2004","FS.AST.PRVT.GD.ZS","private_credit_gdp","29.372770255415","World Bank WDI"
"BRA","Brazil","2003","FS.AST.PRVT.GD.ZS","private_credit_gdp","27.6856699444345","World Bank WDI"
"BRA","Brazil","2002","FS.AST.PRVT.GD.ZS","private_credit_gdp","29.6451419418143","World Bank WDI"
"BRA","Brazil","2001","FS.AST.PRVT.GD.ZS","private_credit_gdp","29.0040380210043","World Bank WDI"
"BRA","Brazil","2000","FS.AST.PRVT.GD.ZS","private_credit_gdp","31.1409857776162","World Bank WDI"
"BRA","Brazil","1999","FS.AST.PRVT.GD.ZS","private_credit_gdp","29.8269102028347","World Bank WDI"
"BRA","Brazil","1998","FS.AST.PRVT.GD.ZS","private_credit_gdp","29.5322605655103","World Bank WDI"
"BRA","Brazil","1997","FS.AST.PRVT.GD.ZS","private_credit_gdp","40.8522371713945","World Bank WDI"
"BRA","Brazil","1996","FS.AST.PRVT.GD.ZS","private_credit_gdp","40.7784936784467","World Bank WDI"
"BRA","Brazil","1995","FS.AST.PRVT.GD.ZS","private_credit_gdp","43.4945248168898","World Bank WDI"
"BRA","Brazil","1994","FS.AST.PRVT.GD.ZS","private_credit_gdp","69.523199422634","World Bank WDI"
"BRA","Brazil","1993","FS.AST.PRVT.GD.ZS","private_credit_gdp","134.113589135724","World Bank WDI"
"BRA","Brazil","1992","FS.AST.PRVT.GD.ZS","private_credit_gdp","84.4659027013337","World Bank WDI"
"BRA","Brazil","1991","FS.AST.PRVT.GD.ZS","private_credit_gdp","45.1593163496425","World Bank WDI"
"BRA","Brazil","1990","FS.AST.PRVT.GD.ZS","private_credit_gdp","42.082789592995","World Bank WDI"
"BRA","Brazil","1989","FS.AST.PRVT.GD.ZS","private_credit_gdp","127.747050136156","World Bank WDI"
"BRA","Brazil","1988","FS.AST.PRVT.GD.ZS","private_credit_gdp","105.39100764609","World Bank WDI"
"BRA","Brazil","1985","FS.AST.PRVT.GD.ZS","private_credit_gdp","44.245833386532","World Bank WDI"
"BRA","Brazil","1984","FS.AST.PRVT.GD.ZS","private_credit_gdp","50.3932300929265","World Bank WDI"
"BRA","Brazil","1983","FS.AST.PRVT.GD.ZS","private_credit_gdp","50.4761408312323","World Bank WDI"
"BRA","Brazil","1982","FS.AST.PRVT.GD.ZS","private_credit_gdp","45.652572338876","World Bank WDI"
"BRA","Brazil","1981","FS.AST.PRVT.GD.ZS","private_credit_gdp","44.69143381836","World Bank WDI"
"BRA","Brazil","1980","FS.AST.PRVT.GD.ZS","private_credit_gdp","42.053738281602","World Bank WDI"
"BRA","Brazil","1979","FS.AST.PRVT.GD.ZS","private_credit_gdp","51.0129106328251","World Bank WDI"
"BRA","Brazil","1978","FS.AST.PRVT.GD.ZS","private_credit_gdp","50.4251073504799","World Bank WDI"
"BRA","Brazil","1977","FS.AST.PRVT.GD.ZS","private_credit_gdp","54.3927809648232","World Bank WDI"
"BRA","Brazil","1976","FS.AST.PRVT.GD.ZS","private_credit_gdp","54.4687949767416","World Bank WDI"
"BRA","Brazil","1975","FS.AST.PRVT.GD.ZS","private_credit_gdp","52.595593886279","World Bank WDI"
"BRA","Brazil","1974","FS.AST.PRVT.GD.ZS","private_credit_gdp","46.166059480889","World Bank WDI"
"BRA","Brazil","1973","FS.AST.PRVT.GD.ZS","private_credit_gdp","41.8104102036592","World Bank WDI"
"BRA","Brazil","1972","FS.AST.PRVT.GD.ZS","private_credit_gdp","41.8372861888033","World Bank WDI"
"BRA","Brazil","1971","FS.AST.PRVT.GD.ZS","private_credit_gdp","37.5537974287588","World Bank WDI"
"BRA","Brazil","1970","FS.AST.PRVT.GD.ZS","private_credit_gdp","30.8920598650403","World Bank WDI"
"BRA","Brazil","1969","FS.AST.PRVT.GD.ZS","private_credit_gdp","26.7232496476855","World Bank WDI"
"BRA","Brazil","1968","FS.AST.PRVT.GD.ZS","private_credit_gdp","16.6508930344018","World Bank WDI"
"BRA","Brazil","1967","FS.AST.PRVT.GD.ZS","private_credit_gdp","14.2094391317634","World Bank WDI"
"BRA","Brazil","1966","FS.AST.PRVT.GD.ZS","private_credit_gdp","11.8969883449282","World Bank WDI"
"BRA","Brazil","1965","FS.AST.PRVT.GD.ZS","private_credit_gdp","13.0865876338621","World Bank WDI"
"BRA","Brazil","1964","FS.AST.PRVT.GD.ZS","private_credit_gdp","13.5235144857564","World Bank WDI"
"BRA","Brazil","1963","FS.AST.PRVT.GD.ZS","private_credit_gdp","14.7056623825921","World Bank WDI"
"BRA","Brazil","1962","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.0285285453575","World Bank WDI"
"BRA","Brazil","1961","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.0220079787116","World Bank WDI"
"BRA","Brazil","1960","FS.AST.PRVT.GD.ZS","private_credit_gdp","17.9727265602595","World Bank WDI"
"CHL","Chile","2025","FS.AST.PRVT.GD.ZS","private_credit_gdp","102.08420900719","World Bank WDI"
"CHL","Chile","2024","FS.AST.PRVT.GD.ZS","private_credit_gdp","104.567816282613","World Bank WDI"
"CHL","Chile","2023","FS.AST.PRVT.GD.ZS","private_credit_gdp","109.505087480448","World Bank WDI"
"CHL","Chile","2022","FS.AST.PRVT.GD.ZS","private_credit_gdp","112.669584808771","World Bank WDI"
"CHL","Chile","2021","FS.AST.PRVT.GD.ZS","private_credit_gdp","109.258846092778","World Bank WDI"
"CHL","Chile","2020","FS.AST.PRVT.GD.ZS","private_credit_gdp","123.532570614359","World Bank WDI"
"CHL","Chile","2019","FS.AST.PRVT.GD.ZS","private_credit_gdp","123.238729784071","World Bank WDI"
"CHL","Chile","2018","FS.AST.PRVT.GD.ZS","private_credit_gdp","116.098274611163","World Bank WDI"
"CHL","Chile","2017","FS.AST.PRVT.GD.ZS","private_credit_gdp","111.859731058874","World Bank WDI"
"CHL","Chile","2016","FS.AST.PRVT.GD.ZS","private_credit_gdp","109.658986217723","World Bank WDI"
"CHL","Chile","2015","FS.AST.PRVT.GD.ZS","private_credit_gdp","108.683157928885","World Bank WDI"
"CHL","Chile","2014","FS.AST.PRVT.GD.ZS","private_credit_gdp","107.29402770779","World Bank WDI"
"CHL","Chile","2013","FS.AST.PRVT.GD.ZS","private_credit_gdp","104.149344550832","World Bank WDI"
"CHL","Chile","2012","FS.AST.PRVT.GD.ZS","private_credit_gdp","104.266686517932","World Bank WDI"
"CHL","Chile","2011","FS.AST.PRVT.GD.ZS","private_credit_gdp","101.863485350982","World Bank WDI"
"CHL","Chile","2010","FS.AST.PRVT.GD.ZS","private_credit_gdp","99.4755906592451","World Bank WDI"
"CHL","Chile","2009","FS.AST.PRVT.GD.ZS","private_credit_gdp","102.687075908392","World Bank WDI"
"CHL","Chile","2008","FS.AST.PRVT.GD.ZS","private_credit_gdp","100.172568090545","World Bank WDI"
"CHL","Chile","2007","FS.AST.PRVT.GD.ZS","private_credit_gdp","84.0752473162029","World Bank WDI"
"CHL","Chile","2006","FS.AST.PRVT.GD.ZS","private_credit_gdp","78.1133233692663","World Bank WDI"
"CHL","Chile","2005","FS.AST.PRVT.GD.ZS","private_credit_gdp","77.634565408211","World Bank WDI"
"CHL","Chile","2004","FS.AST.PRVT.GD.ZS","private_credit_gdp","76.7499857822204","World Bank WDI"
"CHL","Chile","2003","FS.AST.PRVT.GD.ZS","private_credit_gdp","75.8320621380067","World Bank WDI"
"CHL","Chile","2002","FS.AST.PRVT.GD.ZS","private_credit_gdp","74.3460982791172","World Bank WDI"
"CHL","Chile","2001","FS.AST.PRVT.GD.ZS","private_credit_gdp","73.0816959622537","World Bank WDI"
"COL","Colombia","2025","FS.AST.PRVT.GD.ZS","private_credit_gdp","39.8565281134651","World Bank WDI"
"COL","Colombia","2024","FS.AST.PRVT.GD.ZS","private_credit_gdp","39.3740826684054","World Bank WDI"
"COL","Colombia","2023","FS.AST.PRVT.GD.ZS","private_credit_gdp","41.5886837999716","World Bank WDI"
"COL","Colombia","2022","FS.AST.PRVT.GD.ZS","private_credit_gdp","44.1883129591759","World Bank WDI"
"COL","Colombia","2021","FS.AST.PRVT.GD.ZS","private_credit_gdp","47.9124060650503","World Bank WDI"
"COL","Colombia","2020","FS.AST.PRVT.GD.ZS","private_credit_gdp","51.9987790610817","World Bank WDI"
"COL","Colombia","2019","FS.AST.PRVT.GD.ZS","private_credit_gdp","46.0415781067709","World Bank WDI"
"COL","Colombia","2018","FS.AST.PRVT.GD.ZS","private_credit_gdp","45.8707074728715","World Bank WDI"
"COL","Colombia","2017","FS.AST.PRVT.GD.ZS","private_credit_gdp","49.8054213986162","World Bank WDI"
"COL","Colombia","2016","FS.AST.PRVT.GD.ZS","private_credit_gdp","47.0541978052353","World Bank WDI"
"COL","Colombia","2015","FS.AST.PRVT.GD.ZS","private_credit_gdp","46.9053935998568","World Bank WDI"
"COL","Colombia","2014","FS.AST.PRVT.GD.ZS","private_credit_gdp","42.3846056970013","World Bank WDI"
"COL","Colombia","2013","FS.AST.PRVT.GD.ZS","private_credit_gdp","39.4836916913459","World Bank WDI"
"COL","Colombia","2012","FS.AST.PRVT.GD.ZS","private_credit_gdp","37.7448515262877","World Bank WDI"
"COL","Colombia","2011","FS.AST.PRVT.GD.ZS","private_credit_gdp","34.9599738877776","World Bank WDI"
"COL","Colombia","2010","FS.AST.PRVT.GD.ZS","private_credit_gdp","32.352958637797","World Bank WDI"
"COL","Colombia","2009","FS.AST.PRVT.GD.ZS","private_credit_gdp","30.0588498093341","World Bank WDI"
"COL","Colombia","2008","FS.AST.PRVT.GD.ZS","private_credit_gdp","31.3428821283831","World Bank WDI"
"COL","Colombia","2007","FS.AST.PRVT.GD.ZS","private_credit_gdp","30.566568223407","World Bank WDI"
"COL","Colombia","2006","FS.AST.PRVT.GD.ZS","private_credit_gdp","27.3293271996088","World Bank WDI"
"COL","Colombia","2005","FS.AST.PRVT.GD.ZS","private_credit_gdp","22.7527186089507","World Bank WDI"
"COL","Colombia","2004","FS.AST.PRVT.GD.ZS","private_credit_gdp","22.1991386566001","World Bank WDI"
"COL","Colombia","2003","FS.AST.PRVT.GD.ZS","private_credit_gdp","21.0762350135313","World Bank WDI"
"COL","Colombia","2002","FS.AST.PRVT.GD.ZS","private_credit_gdp","21.5233089569655","World Bank WDI"
"COL","Colombia","2001","FS.AST.PRVT.GD.ZS","private_credit_gdp","21.9066125992657","World Bank WDI"
